# TBROWSER	3.0
# USER	puthier
# OS	Mac OS X
# JAVA	1.8.0_73-b02
# DATE	mercredi 30 mars 2016
# TIME	10:37:28 CEST
# MODULE	145B59B7C
# PLATFORM	GPL570
# EXPERIMENT	GSE9195
# PROBES	452
# SAMPLES	77

HD	GSM232194	GSM232222	GSM232212	GSM232203	GSM232205	GSM232211	GSM232213	GSM232218	GSM232219	GSM232195	GSM232230	GSM232216	GSM232223	GSM232232	GSM232262	GSM232255	GSM232201	GSM232214	GSM232217	GSM232221	GSM232228	GSM232225	GSM232202	GSM232215	GSM232265	GSM232266	GSM232204	GSM232220	GSM232248	GSM232231	GSM232208	GSM232196	GSM232270	GSM232258	GSM232254	GSM232257	GSM232261	GSM232226	GSM232207	GSM232233	GSM232209	GSM232234	GSM232237	GSM232235	GSM232242	GSM232247	GSM232229	GSM232249	GSM232206	GSM232199	GSM232224	GSM232200	GSM232243	GSM232250	GSM232253	GSM232241	GSM232246	GSM232238	GSM232239	GSM232251	GSM232240	GSM232252	GSM232197	GSM232245	GSM232236	GSM232256	GSM232269	GSM232198	GSM232244	GSM232227	GSM232260	GSM232210	GSM232259	GSM232264	GSM232263	GSM232267	GSM232268
HMGB2	0.061491705	-0.15026028	-0.040414587	0.101983726	0.072456144	0.026141202	-0.15734795	-0.15237162	-0.15636712	0.0028701636	-0.1507507	-0.0750269	0.10390921	-0.034514233	0.102536075	-0.16128667	0.11656167	0.099903375	0.105943106	0.11261262	0.104559645	0.11631905	0.040879183	-0.15776092	0.08466982	-0.12951355	-0.15158696	0.10170497	0.09280539	0.08991458	0.008125247	0.09699191	0.056505054	0.11314949	0.08424137	-0.12946193	-0.1394249	-0.09009526	0.087152824	-0.1407774	-0.08597585	0.09480832	-0.04049718	-0.1606156	-0.15798289	-0.15287751	-0.1594283	-0.06980279	-0.16116278	-0.13241468	-0.11455876	-0.116267435	-0.1314029	-0.13514547	0.08479888	-0.10746078	0.11591641	-0.08550093	-0.14883552	-0.16131765	0.10328459	-0.14911945	-0.14494325	-0.15955734	0.10325878	-0.14830382	0.1075537	-0.13984305	0.025903743	0.09400818	0.11154405	0.09357972	0.09844248	0.113815404	0.0	0.0744539	0.10857064
PPIL5	0.14152317	0.041936945	-0.11097766	0.025139721	0.12692691	-0.0645203	-0.16983029	-0.17150752	-0.1410493	-0.16711181	-0.03213545	-0.059925064	0.015313283	-0.040727347	0.12146501	-0.16633242	0.14183491	0.14497115	0.13851787	0.14591265	0.14952897	0.11663285	0.027290814	-0.16792236	-0.0133180665	0.12862284	0.107411206	-0.14674814	0.026966592	0.0777199	0.04126356	-0.050136037	-0.073012434	0.115248665	0.13901044	-0.101163685	-0.16744226	-0.06918412	-0.08208443	-0.12495664	0.040827107	0.04588997	-0.122013696	-0.16918808	-0.017190034	-0.04198059	0.10268504	0.10408169	-0.12563626	-0.12134031	0.027184818	0.025900397	0.13930972	-0.14118023	-0.11877771	0.0	0.15249686	-0.15945517	-0.093326226	-0.16516648	0.111033775	-0.04117627	-0.10930666	-0.15331365	0.042722564	-0.043159015	-0.13490778	-0.08025133	0.14027615	-0.047623314	0.13655384	0.15729785	0.14901769	0.15444219	0.088269606	0.14089966	0.147434
C18orf56	-0.07125832	-0.0737264	0.113373585	-0.13334855	-0.100585654	-0.017487148	-0.1710147	-0.17323926	-0.17304839	-0.16384083	-0.17106077	0.0	-0.11339333	-0.015005908	0.08315774	-0.17995243	0.11759236	0.0049822247	0.0090759415	0.1697642	-0.009477416	0.056219503	-0.07249565	-0.00462024	0.09347759	0.14896655	0.1337237	-0.033138048	-0.010780561	-0.084296346	-0.07207443	-0.028544134	-0.17163995	0.026056312	0.10246798	-0.1679872	-0.15049347	-0.15119112	-0.16057639	-0.10097397	0.08249301	-0.077056654	0.051902015	-0.1729431	-0.12750416	-0.029314173	-0.16091862	0.16472276	0.013176241	0.058740232	0.16241263	0.16349201	0.0063314405	0.091865115	0.14170054	0.0070554097	0.15995114	-0.10491631	0.020159254	0.07382512	0.15548885	0.057463415	-0.13086073	0.021238625	0.17316028	-0.1348294	0.11128066	0.16895469	0.092891835	-0.1674541	0.0047321264	0.058608603	0.13760023	0.16755281	-0.014393825	0.053488165	-0.13542174
RNFT2	-0.0054603545	-0.06865986	0.124556646	-0.13076626	-0.10658982	0.12522379	-0.08956213	-0.13284981	0.06851103	-0.1376892	-0.019065054	-0.13221346	0.030006291	-0.05361822	-0.09207164	-0.13639084	0.119198926	0.083290935	0.13865401	0.13302943	0.13518997	0.12377659	-0.123443015	0.121934235	0.13343999	0.13578014	-0.13028386	0.07103593	0.13494876	0.13904916	-0.12360724	-0.12327366	-0.13054559	0.11900905	-0.12723036	-0.13081758	-0.123109445	-0.0893158	0.10724157	-0.13531826	0.09244627	-0.13130511	-0.12946275	-0.11531407	-0.13692968	0.09788096	0.11721288	0.10961252	0.027635347	-0.13092022	-0.13341433	0.12586528	-0.052986994	-0.07143622	-0.13666795	0.111927	0.14029622	0.0571695	0.13274205	-0.12660427	-0.05522964	-0.107980564	-0.03295714	-0.088504955	0.12809767	-0.11321512	-0.12010727	0.1320133	0.1400037	0.13343485	0.13044807	0.13574421	0.048152734	0.14039886	0.13925958	0.0	0.12609108
C13orf3	0.1616348	8.041532E-4	-0.10855324	-0.15278912	0.09469649	-0.18563282	-0.15503033	-0.19583365	-0.18077067	0.004504747	0.09624523	-0.14527623	0.11219427	-0.030587606	0.06269417	-0.15153076	-0.040892683	0.076186076	0.050185118	0.14121825	0.10876917	0.15564832	-0.040944804	-0.0038941866	-0.051592387	0.15284868	0.03436266	0.12278973	-0.12619993	0.043640204	0.02566589	0.0659629	-0.13668372	0.07773481	0.09679622	-0.17204411	-0.19915451	-0.12829222	0.11911892	-0.14270742	-0.039135456	-0.03905355	0.04188298	-0.17186542	-0.16485886	-0.06673727	-0.1621709	-0.12841135	-0.17712964	0.09509112	-0.09177026	0.0074458634	0.05268693	-0.062508024	0.084123366	-0.16209644	0.1800931	0.08463713	-0.080489784	-0.12923785	-0.10185941	-0.07702001	-0.08264164	-0.15631846	0.18380113	-0.16659375	0.12794226	0.009277546	0.022285469	-0.036953818	0.033067077	0.15735343	0.0067161685	0.11955823	0.11155392	0.0	0.041600037
C16orf75	0.023476658	0.07016878	-0.13639866	-0.12209535	0.10725396	-0.09747985	-0.14310628	-0.14215028	-0.14176893	-0.14088607	0.061000656	-0.13869199	0.112174965	-0.051519096	-0.13421503	-0.14280851	0.06179993	0.13653971	-0.018148178	0.1226073	0.0	0.13295081	0.11733106	-0.045490596	0.1306418	0.13950172	0.13209409	-0.032811947	-0.11735195	0.10452703	-0.12171399	-0.12385061	-0.1286358	0.12751263	0.110759266	0.06923368	-0.10598975	-0.1410428	0.10767188	-0.09186405	0.018628787	-0.12641037	-0.13074629	-0.14260477	-0.13780391	-0.03414407	-0.14011292	-0.11326156	-0.12429987	0.099694826	0.12956044	0.0033172404	-0.1308142	-0.13313888	0.04491596	0.061564848	0.13865542	-0.12650962	-0.14142936	-0.13707778	0.13588148	0.08292579	-0.13123213	-0.14061442	0.0017657123	0.09932915	-0.104908384	0.123955086	0.14118907	-0.11351231	0.13329038	0.094481274	0.12993135	0.11262423	0.12650962	0.122685656	0.13626283
GPSM2	0.13392137	-0.1592968	0.1377821	0.01893896	-0.12845731	-0.14752361	-0.15313816	-0.16222562	-0.1506203	-0.07526963	-0.14156178	0.0114201	0.11780126	-0.15519297	0.078881465	-0.15756613	0.1401842	-0.10662426	-0.046207126	0.117442384	-0.028593661	0.14554985	0.07955289	0.08808468	0.103226595	-0.11680569	0.094063886	0.098700225	0.040795166	0.13309944	0.029108811	0.13103884	0.02510917	0.103417605	0.12250127	0.019176276	-0.15202104	0.13455807	-0.13896288	-0.15545923	0.10800764	0.10005467	-8.219231E-4	-0.038809817	-0.071200535	-0.060509745	-0.15121648	-0.12738071	-0.15965566	-0.061152235	-0.16124162	0.003252963	-0.12378046	-0.11916148	-0.069915555	-0.034561288	0.14197274	-0.12240866	0.024906585	-0.14890121	0.118993625	-0.115746446	-0.037953164	-0.124428734	0.1442417	-0.14985047	0.1202323	-0.11115641	0.14753519	0.078881465	0.0	0.14854813	0.12533748	0.14146917	0.08553788	-0.12686557	0.11634842
BRCA1	0.021825444	0.08332093	0.1530956	-0.10854922	0.03247359	0.13450204	-0.13061889	-0.10548015	-0.06291199	-0.12518899	-0.0012373993	-0.08880782	-0.08655282	-0.12284444	-0.13785605	-0.061324533	0.1254902	0.20297419	0.15165468	0.16047929	0.1447513	0.17116813	-0.052679017	-0.049723912	0.08186373	0.18649724	0.0	0.18017185	0.07969014	0.091624536	-0.051946346	0.16367048	0.14410003	0.17703764	-0.044977836	-0.12162332	-0.039596777	-0.15767072	-0.088482186	-0.05354194	0.06483321	-0.0895812	0.04484758	-0.18246755	-0.18651351	-0.10328214	-0.18011487	-0.0053077918	-0.15142673	-0.07573372	0.04119237	0.11617714	0.12514828	-0.030462816	0.06997004	-0.10806892	0.11129267	0.103868276	-0.15744278	-0.11884732	-0.04607684	0.13358213	-0.098104596	0.015231408	0.18588668	-0.013562547	0.06739756	0.07870511	0.20038542	-0.055495728	0.03618579	0.14906591	-0.028028721	0.1555134	0.079584315	-0.09339923	0.07128071
PRIM1	-0.13946818	-0.13165294	0.077456765	0.10891972	0.10168795	-0.12474657	-0.1595533	-0.162308	-0.124438	0.115405306	-0.043777715	-0.14537029	0.10554788	-0.1480745	-0.15020081	-0.09706501	0.12570594	0.12768641	0.1233047	0.10665313	0.12672143	0.124258466	-0.032265235	-0.15018399	0.113217264	0.1301213	-0.12570034	0.051379766	-0.08390869	0.11143316	0.12279977	0.11305456	0.09767093	0.13582145	0.07954943	-0.06538886	-0.14340666	-0.062948346	-0.09757555	-0.156361	0.033757593	0.0907309	0.007057845	-0.105620824	-0.15139583	-0.15034108	-0.09677327	0.053461213	-0.16226311	-0.09698646	-0.11028865	0.1130209	-0.14529735	0.023193268	0.0013801509	0.08886825	0.12679435	-0.1288253	-0.12875238	-0.13331361	0.08172064	-0.10229387	-0.13532212	-0.15607488	0.11651055	-0.1426717	-0.12006191	-0.14421456	0.10347766	0.0	0.09802999	0.1224912	0.1196243	0.12837648	0.023709422	-0.06527665	0.09440569
DHFR	-0.029674303	0.12095443	-0.10916985	-0.03520253	0.11399794	-0.023098685	-0.14836031	-0.14740814	-0.13454255	-0.14874679	0.030553667	-0.12064637	0.10281267	-0.14583986	-0.11641199	-0.14833792	0.06680919	0.12722759	-0.096847564	0.10553477	0.15188336	0.14601348	-0.13011213	0.10864335	0.10884499	0.14743614	0.04189017	0.11119743	-0.114227585	0.14477564	0.059684668	0.07290312	0.061605826	0.1401548	0.08432924	0.09551451	-0.14838833	-0.14275368	-0.14574464	-0.14550939	0.0	-0.040148247	-0.1423056	-0.12822458	-0.1094835	-0.12898633	0.13716383	0.095256865	-0.1358364	-0.048129726	0.08866444	0.08390916	-0.11480449	-0.11728015	0.102818266	0.10770798	0.13503544	-0.09532968	0.10326075	-0.116059124	-0.1434426	-0.120164685	-0.14645596	-0.14548698	0.10546196	-0.11449084	-0.14508931	-0.022280931	0.07805048	0.10761836	0.14584544	-0.0049513183	0.082144834	0.14277609	0.10984197	0.10848092	0.13113151
CENPK	-0.1274752	-0.050816413	0.10889917	0.084660284	0.10110011	0.11133904	-0.14641882	-0.1464721	-0.13951474	-0.14633359	-0.14287622	-0.14204517	0.124369435	-0.14405887	0.09229953	-0.14648807	0.117768995	0.14032447	0.086487524	0.12946226	0.13975446	0.13808703	-0.021942846	-0.12924385	-0.03740246	0.011671954	-0.07645635	0.12793867	-0.1074395	0.13648355	-0.042468652	0.08626911	0.0858376	0.12170582	0.12295772	0.114615284	-0.12847672	-0.12750185	0.12566927	-0.1400155	-0.10708258	0.0	-0.12165788	-0.14621639	-0.14247134	-0.09249131	-0.13469893	0.06600966	-0.1370802	0.13297823	-0.045451898	0.12442271	-0.12259547	-0.12922254	0.07840612	0.11301711	0.13987699	-0.076323174	-0.14118215	-0.14597134	-0.0647844	-0.009141521	-0.031318765	-0.10436037	0.14281762	0.084809445	-0.08009485	0.13252541	0.14088917	0.13819359	0.13523164	0.05505689	0.12968068	0.12701173	-0.09623102	0.0053272266	0.11441817
GNB1L	-0.03355033	0.20339115	4.0858626E-4	-0.11463543	-0.17248507	-0.10241639	-0.005566024	0.0	0.020190328	-0.1213347	-0.1833473	-0.077191964	0.06864249	-0.053887133	-0.10565424	-0.1525877	-0.12840402	0.06051702	0.16476049	0.09051342	0.1981412	0.01642825	-0.16101383	-0.08127012	0.12902075	-0.015480023	0.021793837	0.06580552	-0.095524386	-0.12229064	-0.17852907	-0.16880009	-0.16708866	-0.078417726	-0.16418229	-0.06895086	-0.114165165	-0.11812768	0.070168905	-0.005165147	-0.14055367	-8.248817E-4	-0.07571951	-0.11172136	0.03343469	-0.0034228736	0.075619295	0.1091542	-0.03930908	0.17422734	0.028246416	0.21715975	-0.025571333	0.08846278	-0.015264166	-0.018717876	0.19933613	0.12364745	0.14568028	0.12843485	0.16019665	0.05576817	-0.07833292	0.158385	0.14471662	0.09005858	0.09203213	0.071864925	0.19952886	0.09123808	0.12365516	0.13370793	0.11401098	-0.042716537	0.184018	-0.049554575	0.049007222
NULL	0.09508783	-0.10841703	0.107877284	0.041358043	-0.14357981	0.107238986	-0.14406323	-0.1462738	-0.10484067	-0.14610954	-0.14622217	-0.11779909	0.10286476	0.05968099	0.104070954	-0.14626442	0.10712635	0.1101395	0.10402872	0.10426339	0.10327777	0.09841074	-0.14631136	-0.1452835	0.0044023884	0.099325955	-0.14551817	-0.13647403	-0.12696525	0.08939007	-0.13134417	0.048876833	-0.13965145	0.10944487	-0.14318557	-0.044765435	-0.14610954	-0.13712172	0.0841992	-0.07851082	-0.14002223	0.058854956	0.10323084	-0.1458561	0.024044173	0.018505989	-0.14598282	-0.13730477	-0.14233607	-0.07610312	0.11016765	0.109125726	-0.14391774	-0.14425096	0.106563136	-0.05552735	0.10953405	-0.14491743	-0.14536798	-0.1452929	-0.10332002	-0.13970777	-0.14467336	0.10763792	-0.14041178	0.10065418	0.10621583	0.04745474	0.10990013	0.0	0.10705125	0.11008317	0.09670235	0.108947374	0.10649743	-0.0792336	0.10327308
AATF	-0.15316182	0.10806502	0.11364192	-0.13243859	0.097614676	0.10973175	-0.098546274	-0.016344106	0.14553796	0.094084755	0.12560055	-0.08858391	0.090142906	0.0633548	-0.09064356	-0.14932136	0.16876446	0.17255421	0.16243975	0.13420038	0.15717973	-0.027333124	0.04323995	0.12933327	0.17140715	0.09840685	-0.030070873	0.08995912	-0.14804122	0.087886795	0.08191065	-0.119231485	-0.087208696	0.10945924	-0.15655866	-0.15832046	-0.1316274	-0.050420202	-0.13677335	-0.12208965	0.043816652	-0.12735601	-0.070687145	-0.07273412	-0.14854822	-0.12727362	-0.09480088	0.080250256	-0.087081954	-0.120556	0.01790944	0.15974003	-0.07877998	-0.12715322	-0.026750084	-0.13532843	0.009835615	0.009328625	-0.053538196	-0.099782065	-0.06364632	-0.027700692	0.08328586	-0.04958367	0.08529481	-0.13535379	0.08599192	0.17720585	0.0	0.1587514	0.12721024	0.16692027	-0.12260297	0.1670597	0.15589324	-0.1212341	0.15589324
UTP18	-0.12219786	-0.14240947	0.06690595	-0.12084838	-0.10467298	0.079619125	-0.17744702	-0.16380571	-0.12797435	0.024101287	-0.06741887	-0.16792741	-0.034952056	-0.1538892	-0.03603286	-0.1734108	0.121330775	0.13844043	0.12885976	0.07601645	0.13466068	0.03964164	-0.13639484	-0.117795266	0.15191077	0.115401626	0.0	0.09493355	0.10265793	0.05181746	0.061984334	0.10657813	0.10181527	0.11687934	0.07539972	0.09418248	-0.153993	0.12145901	-0.15620345	-0.11845474	0.049967274	0.11888218	0.07615689	0.13198614	-0.1607526	-0.117367834	0.086171106	0.06407266	-0.13852592	-0.16593067	-0.10304262	0.14984687	-0.066191524	0.047604162	0.11516348	-0.1438078	0.0802847	-0.098640025	-0.09138583	-0.16569252	-0.04212077	-0.0865558	-0.05622616	-0.10248695	-0.0922407	-0.17218956	-0.1466472	-0.045332644	0.13306695	0.09924454	0.07709725	0.11665951	0.14671437	0.14098062	-0.025194302	-0.17084008	0.0023020485
CSE1L	0.08035242	-0.11516715	0.12533176	0.069546975	0.05853849	0.14614953	-0.1446775	-0.13137214	-0.019440921	-0.10025018	-0.07566985	0.0	0.09524401	-0.1495187	-0.040081035	-0.14805935	0.0887912	0.11028788	0.012594721	-0.014847178	0.14240602	0.030411335	-0.018406693	-0.048862442	-0.15224068	0.13940485	0.0989685	0.16220859	0.14385265	-0.05829738	0.16525416	0.16035587	0.1696766	0.17126918	0.11766706	0.09712846	-0.1118995	-0.12931004	-0.13913836	-0.12186107	0.084248215	-0.020716256	0.07004823	-0.09053606	0.09200809	-0.11675973	0.06692651	-0.0030772998	-0.14658098	-0.12910065	-0.15604131	0.06559407	-0.1397792	-0.023977557	-0.07751623	0.1804884	0.08867699	-0.09875277	-0.14993112	-0.14967732	-0.15449314	-0.062212214	-0.09919692	0.087135166	0.14738679	-0.12370745	0.10427287	-0.06252312	0.15756409	0.15444237	0.13616258	0.17769662	0.025195789	0.13940485	0.04568997	-0.14931566	-0.0718375
NULL	0.09085603	0.17925481	-0.033937715	-0.06949814	0.060727805	0.15375516	-0.1180402	-0.017440215	0.08073344	-0.11974017	0.11195892	0.14061898	0.14187852	-0.057034217	-0.04158761	-0.08448111	0.06626818	0.110297576	0.20429856	0.19351144	0.2007827	0.11562932	-0.03300273	0.19060603	0.18219113	0.11401434	-0.070263125	0.06939769	0.046648905	-0.14588118	-0.074636705	-0.11732157	-0.1514911	-0.056060594	-0.12684144	-0.05694922	0.14586572	-0.10136497	-0.15096566	-0.12641644	-0.048889786	-0.09418643	-0.16492864	-8.9635135E-4	0.005787648	-0.1542497	-0.07950482	-0.058525562	0.09670549	0.05912828	0.08576383	0.15220201	-0.12429148	0.023884673	-0.11192801	-0.075664416	0.1091385	0.17960253	0.0	0.07126766	0.1519161	0.18088524	-0.072473094	-0.008523065	-0.028830059	0.10075453	0.030839123	-0.003925401	0.20799215	-0.09111103	-7.8044384E-4	-0.03709813	0.14310713	-0.026967812	0.17172855	0.13377272	0.17830437
TUBG1	-0.12508188	-0.091476485	-0.12346856	-0.09513664	0.11070465	0.12155343	-0.1338509	-0.11383802	0.047488753	-0.117135994	0.109826654	-0.11094062	-0.13521728	0.13238025	0.10122776	-0.11108878	0.1496878	0.15954334	-0.09220083	0.13313204	0.14185166	0.14397532	0.11317951	0.14286135	0.09055459	0.14859578	0.0	0.14572033	-0.08979183	-0.023854125	-0.09564698	-0.11910052	-0.108191386	-0.040552564	-0.10641892	-0.13588126	-0.10402089	-0.1308273	-0.072692804	-0.12676105	-0.021829242	-0.0767755	-0.10126617	-0.1290658	-0.13120593	-0.038692303	-0.045227908	0.07756021	-0.043773722	-0.07509083	0.13643001	0.15666789	0.10955228	-0.08539634	0.14061697	0.13965118	0.15450032	0.15561429	0.1412206	0.019524496	0.12725493	-0.04841065	0.06097701	0.055999853	0.14822264	-0.12141624	-0.036914356	0.13035536	0.16062985	0.13052547	0.07751631	0.1343722	-0.08524818	0.15528503	0.15064262	-0.110874765	0.13964568
STIP1	0.081071824	0.11408239	-0.095718645	-0.14602648	-0.17007603	-0.086202316	-0.1187459	8.519263E-4	-0.041207988	-0.15693744	0.111122735	0.09926519	0.13195391	0.09162309	-0.045890428	-0.13186556	0.13173304	0.1638475	0.1639043	0.13832758	0.103184044	0.15464671	0.01677348	0.11340716	0.100079246	0.03385618	-0.08580475	0.114909075	0.0	-0.14136297	-0.08361498	-0.10977858	-0.14062463	0.0087085795	-0.14364108	-0.14354011	0.010216804	-0.15457098	-0.17204493	-0.14706771	-0.13054666	-0.12876707	0.046218578	-0.16232035	-0.11651827	-0.14783129	0.06585074	0.052787874	-0.073707394	0.12753652	-0.047834083	0.15042493	-0.13700867	-0.024087425	-0.039358992	-0.14686577	-0.15791558	-0.07158705	0.02380976	-0.06810362	0.030297022	0.11484597	-0.101903	-0.05023841	-0.048521932	-0.0982618	0.06155956	0.14844973	-0.009005176	0.14475805	0.10760775	0.15479815	0.15421127	0.15818693	0.1590641	0.12862824	0.13990523
KIF23	0.08614302	0.116596416	-0.11428698	0.049233984	0.09752265	0.06388033	-0.16398764	-0.16751161	-0.14640963	-0.1604816	-0.098420106	-0.16136111	0.14263436	-0.16387396	-0.0109907435	-0.15385246	0.13690266	0.12022808	0.024859304	0.12481105	0.09595512	0.04773824	-0.033223517	-0.12190332	0.12094604	0.11426305	-0.08686098	0.08004037	-0.07357875	0.12953162	0.0	0.09720556	0.11201943	0.09088154	0.14760025	-0.023842195	-0.14730708	-0.027874727	-0.051585298	-0.047576696	-0.047810033	-0.12158024	-0.121825546	-0.14654724	-0.15339178	-0.028772175	-0.15504906	-0.0727531	-0.13104533	-0.12437429	0.15466017	-0.08495241	-0.0910371	-0.122124694	0.07499672	0.019725902	0.14542842	-0.15486957	-0.15422939	-0.13645992	0.0801002	-0.0816139	0.13158977	0.089116566	0.08744731	-0.086531915	0.14621817	0.12616919	0.15024473	0.12744357	0.116524614	0.15466614	0.14640364	0.13433596	0.13275646	-0.03875778	0.08406692
TOP2A	0.1573208	0.09210021	-0.13638273	0.14403604	-0.15255143	0.10202967	-0.058218494	-0.15003341	-0.08380809	-0.16060787	-0.080564424	-0.1338647	-0.03359642	-0.094010435	0.1372138	-0.11443373	0.14874959	0.13836738	0.16016753	0.107574284	0.13805108	0.09497795	-0.12026364	-0.12832008	0.08066366	0.11278399	-0.10759289	0.053139027	-0.07069079	0.01634236	-0.04686257	0.10369801	-0.10478336	0.12147924	0.11572996	-0.09711145	-0.09809137	0.01061168	-0.13733163	-0.050993126	-0.083132066	0.047885906	-0.15436243	-0.15112497	-0.15143506	-0.12642227	-0.091293946	0.0	-0.068501465	0.001972247	0.08578034	0.14980394	-0.013861546	0.15224133	0.11345381	0.0016745492	0.111134246	-0.12729055	-0.12703626	-0.08148853	0.11818596	-9.303051E-4	-0.11339799	-0.10341272	0.13238242	-0.09742155	0.14499116	-0.09954885	0.16752934	0.13043498	0.10052877	0.15733941	0.1667665	0.16534624	0.15830693	-0.102767706	0.09078538
NULL	0.10366194	-0.13007818	-0.037954044	-0.06162645	-0.087068625	0.018651193	-0.15626119	-0.16272977	-0.1596704	-0.14636968	-0.109122165	-0.077588685	0.07486544	-0.14866078	-0.061146278	-0.17911044	0.12028956	-0.10790116	-0.05409463	0.09787932	0.031732406	0.010447137	-0.008883153	-0.13415277	0.1515761	0.049615327	-0.16495228	0.05788798	0.06397928	0.019748725	0.0	0.14719969	0.13407046	0.113862135	0.06710039	0.14947706	-0.062518194	0.114184536	0.14839326	-0.021738002	0.09655542	0.10914274	0.11541926	0.008828277	0.10481435	0.07515354	-0.15483439	-0.15274222	-0.15716664	0.012916585	-0.09604781	3.2925975E-4	-0.15895014	-0.12212793	-0.06595484	0.11355346	0.15816815	-0.10281136	-0.14154053	-0.1739246	-0.12126362	-0.031663813	0.06956984	-0.092048675	-0.13198514	-0.008485298	0.1356756	-0.06743651	0.16904058	-0.13741793	0.16079536	0.17651066	0.10584329	0.14844127	0.13738362	-0.15525283	0.12883659
NULL	-0.04573244	0.14572749	0.1257844	0.062401384	-0.101051226	0.05050387	-0.15143085	-0.14887738	-0.109314255	-0.16271329	-0.15537597	-0.16127813	-0.09741053	-0.15867497	-0.039389167	-0.16207337	0.15591027	0.06988781	0.16471381	0.16796932	0.17216918	0.12930705	-0.0500814	0.0069894027	0.1514619	0.11334636	-0.010754361	0.08130073	-0.0889052	0.1112775	-0.037438348	0.16426028	-0.113942795	0.14327964	0.12787811	-0.005436202	-0.088582136	0.12630005	-0.05179613	-0.09063857	-0.09760312	0.13594854	-0.08228856	-0.14767832	-0.13987502	0.0029448683	-0.016929885	-0.049975783	0.03750669	0.10143642	0.12271527	0.124572895	-0.0069272746	0.0049267523	0.10452419	-0.085761525	0.1696095	-0.1462183	-0.11060031	-0.11100414	-0.0831273	-0.1349607	-0.045247838	-0.07086944	0.16403662	-0.06893726	0.17290229	0.09260182	0.08056762	0.11805567	-0.007008041	0.14957942	0.16746609	0.030119665	0.14827473	0.0	0.16857196
CENPN	0.1531745	0.1563689	0.12872726	0.14351068	-0.10852841	0.11425572	-0.11825139	-0.12169315	-0.11135711	-0.12045089	-0.10421546	-0.11657353	0.15336812	-0.11752539	-0.11796637	-0.12104782	0.15887493	-0.10054245	0.16029465	0.16083243	0.1579876	0.023463132	0.036993556	-0.07441733	0.12161248	-0.03870368	0.06385005	0.13720259	0.14387637	0.088668376	-0.09135725	0.09594447	-0.121875994	-0.08145681	-0.09968201	-0.11001267	-0.11975716	-0.04853959	-0.092088625	-0.11188413	0.037762575	-0.083129294	-0.11677788	-0.12092951	0.15139447	-0.1117228	0.11532051	0.040505227	0.13686916	0.16840431	-0.0013067938	-0.047152128	-0.08289805	-0.03145985	-0.08660869	-0.10984059	0.11902041	-0.10473172	0.0	0.11877303	-0.078644246	-0.11280373	-0.07025495	0.113642655	0.053218234	-0.10892637	0.16650058	0.1164606	0.15885341	0.09083561	0.15809515	0.163161	0.14858729	0.035208143	0.16627471	0.16014408	-0.028200932
CENPN	0.13436852	0.13509676	0.10223704	0.14206785	0.06975533	-0.117452234	-0.14254037	-0.14629275	-0.115011804	-0.13819316	-0.11811377	-0.14014997	0.1272251	-0.1451309	-0.13674225	-0.13729815	0.025860839	0.0	0.09038508	0.14001654	0.1509179	0.02863482	-0.13796525	-0.108535476	0.10400482	0.045506626	0.116079144	0.13203926	0.07157315	-0.12689155	0.08716637	0.12890394	-0.087021835	0.118691914	-0.13041045	-0.13815425	-0.14443046	-0.074664004	-0.12539616	-0.11873083	0.10398815	-0.10459965	-0.080628894	-0.14519204	0.034149427	-0.12526831	0.13824876	0.12336154	-0.09240858	0.08960125	0.07946704	0.04824725	-0.118842006	-0.033743612	-0.09149689	-0.035739325	0.0835085	-0.1441247	-0.112343445	-0.10799068	-0.1316946	-0.13993871	-0.07914462	-0.07199008	-0.07817734	-0.11905325	0.09993002	0.008627692	0.049692616	0.13854338	0.14012216	0.14816615	0.1324006	0.14802718	0.14903337	0.13406833	0.1469376
LRP8	0.077547476	0.16069648	0.14454424	-0.085381225	-0.14326954	-0.14049271	-0.06592553	-0.06329234	-0.09940895	-0.14151607	-0.098601036	-0.024045823	0.096560314	0.15379032	0.12496886	-0.13894871	-0.117506154	-0.11533377	0.17064874	0.11867912	0.14267707	-0.05633832	-0.050246075	0.011131217	0.120486446	0.15508299	0.12154571	0.16936804	0.08322679	0.021699889	-0.07453726	0.12885281	-0.116464846	0.07782875	-0.06864849	-0.086745694	-0.09456747	-0.090234675	-0.11723086	-0.13500491	-0.14096549	-0.11998973	-0.14568728	-0.14990637	-0.148117	-0.071245775	0.08463316	0.111743055	0.10457359	0.158171	0.1195768	-0.002597284	-0.088439316	0.1090979	-0.082107686	-0.07185619	-0.12629741	-0.123299174	0.12349068	-0.018857239	0.0	0.0151348645	0.042232793	0.02690044	0.13372421	-0.10312534	0.16936804	-0.12189281	0.10201222	0.15922427	0.1592961	0.16224647	0.13726108	0.16964932	0.15882331	0.07624285	-0.008551886
